"prideID","tax","organismParts","experimentTypes","instruments"
"PXD032952","Homo sapiens (human)","Embryo;Kidney","Shotgun proteomics","Q Exactive"
"PXD032975","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD033053","Mus musculus (mouse)","Brain","Shotgun proteomics","timsTOF Pro"
"PXD033386","Zea mays (maize)","Root;Plant cell","Shotgun proteomics","Q Exactive HF"
"PXD033550","Homo sapiens (human)","Liver","Shotgun proteomics","Q Exactive HF"
"PXD018975","Homo sapiens (human)","Epithelial cell;Mammary epithelial cell;Cell culture","Shotgun proteomics","Q Exactive Plus"
"PXD023994","Mus musculus (mouse)","Brain","Gel-based experiment","Q Exactive HF"
"PXD025482","Sus scrofa domesticus (domestic pig)","","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD026072","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion"
"PXD026673","Mus musculus (mouse)","Aortic smooth muscle cell;Aortic endothelial cell;Heart;Pericyte cell","Shotgun proteomics","Orbitrap Fusion"
"PXD027175","Homo sapiens (human)","Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD027778","Chlamydomonas reinhardtii","Cell culture","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD028400","Homo sapiens (human)","Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD029730","Homo sapiens (human)","Lymphocyte;Blood serum","Shotgun proteomics","Q Exactive HF"
"PXD029747","Homo sapiens (human)","","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD029926","Homo sapiens (human)","Epithelial cell","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap Elite;Q Exactive HF"
"PXD030695","Homo sapiens (human)","Blood;Lung","Shotgun proteomics","Orbitrap Fusion Lumos;Q Exactive"
"PXD030714","Homo sapiens (human)","","SRM/MRM;Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD030939","Homo sapiens (human)","Skin;Keratinocyte","Shotgun proteomics","Q Exactive"
"PXD031272","Homo sapiens (human);Bos taurus (bovine);Mus musculus (mouse)","Permanent cell line cell;Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD031332","Rattus norvegicus (rat)","Epithelial cell;Kidney","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD031604","Mus musculus (mouse)","Kidney;Kidney","Shotgun proteomics","Q Exactive"
"PXD031936","Homo sapiens (human)","Glutamatergic neuron;Cerebral cortex pyramidal neuron;Cell culture;Brain;Neuronal stem cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD032239","Homo sapiens (human)","Permanent cell line cell;Cell culture;Lymph node","Shotgun proteomics","Q Exactive HF"
"PXD032372","Homo sapiens (human)","Brain","Shotgun proteomics","Orbitrap Eclipse"
"PXD032389","Homo sapiens (human)","Brain","Shotgun proteomics;Gel-based experiment","Q Exactive"
"PXD032893","Homo sapiens (human)","Skin;Fibroblast","Shotgun proteomics","Q Exactive HF"
"PXD032903","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD032958","Homo sapiens (human)","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF-X"
"PXD033081","Homo sapiens (human)","Blood","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD033122","Mus musculus (mouse)","Cell culture","Shotgun proteomics","Orbitrap Fusion"
"PXD033231","Aedes aegypti;Insecta;Chikungunya virus strain s27-african prototype","Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD033647","Rattus norvegicus (rat)","Connective tissue cell;Periodontal ligament","Shotgun proteomics","LTQ Orbitrap Velos"
"PXD034361","Homo sapiens (human)","Epithelial cell","Shotgun proteomics","Q Exactive HF"
"PXD034511","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD022091","Homo sapiens (human)","Cardiac muscle cell;Heart","Shotgun proteomics","Q Exactive"
"PXD024399","Homo sapiens (human)","Permanent cell line cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD024550","Homo sapiens (human)","Permanent cell line cell","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD025503","Mus musculus (mouse)","Epididymal white adipose tissue","Shotgun proteomics","Q Exactive Plus"
"PXD026715","Mus musculus (mouse)","Stem cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD026719","Homo sapiens (human)","Epithelial cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD026729","Homo sapiens (human)","Liver","Shotgun proteomics","timsTOF Pro"
"PXD027098","Pseudomonas aeruginosa pao1","Cell culture","Shotgun proteomics","LTQ Orbitrap Velos"
"PXD027135","Homo sapiens (human)","Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD027800","Homo sapiens (human);Arabidopsis thaliana (mouse-ear cress)","","Shotgun proteomics","Q Exactive HF"
"PXD029539","Homo sapiens (human)","Permanent cell line cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive Plus"
"PXD030237","Homo sapiens (human)","Epithelial cell","Shotgun proteomics","Q Exactive HF"
"PXD031318","Homo sapiens (human)","Saliva","Shotgun proteomics","Q Exactive"
"PXD032979","Homo sapiens (human)","Epithelial cell;Hela cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD033382","Homo sapiens (human)","Epithelial cell;Embryo;Early embryonic cell;Kidney","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD033488","Homo sapiens (human)","Blood cell","Shotgun proteomics","timsTOF Pro"
"PXD033616","Leishmania mexicana","","Shotgun proteomics","TripleTOF 5600"
"PXD033644","Homo sapiens (human)","","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD034184","Homo sapiens (human)","Blood serum","SWATH MS","Orbitrap Fusion"
"PXD034369","Homo sapiens (human)","Blood cell;Blood plasma","Shotgun proteomics","timsTOF Pro"
"PXD034370","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD035254","Mus musculus (mouse)","Dendritic cell","Gel-based experiment","Orbitrap Fusion Lumos"
"PXD035416","Homo sapiens (human)","Cell culture","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD017454","Canis lupus","","Shotgun proteomics","Q Exactive"
"PXD020303","Homo sapiens (human)","Barrett's esophagus;Epithelium of esophagus","Shotgun proteomics","Q Exactive"
"PXD022492","Homo sapiens (human)","Permanent cell line cell","Top-down proteomics","Q Exactive HF"
"PXD022962","Drosophila melanogaster (fruit fly);Homo sapiens (human);Mus musculus (mouse)","Blood cell","Shotgun proteomics","Q Exactive"
"PXD024336","Saccharomyces cerevisiae (baker's yeast)","","Shotgun proteomics","impact II"
"PXD025060","Homo sapiens (human)","Hela cell","Shotgun proteomics;Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics","Q Exactive;Q Exactive HF"
"PXD025375","Caenorhabditis elegans","","Gel-based experiment","Q Exactive HF-X"
"PXD025398","Trypanosoma brucei brucei","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD025401","Trypanosoma brucei brucei","","Shotgun proteomics","Q Exactive HF"
"PXD025412","Trypanosoma brucei brucei","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD025726","Saccharomyces cerevisiae (baker's yeast)","","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Exploris 480"
"PXD025727","Saccharomyces cerevisiae (baker's yeast)","","Shotgun proteomics","Orbitrap Exploris 480"
"PXD025757","Homo sapiens (human)","Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD026659","Homo sapiens (human)","Cell culture","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD026720","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","LTQ Orbitrap;LTQ Orbitrap Velos"
"PXD027163","Homo sapiens (human)","Permanent cell line cell","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD027704","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD027953","Saccharomyces cerevisiae (baker's yeast)","","SRM/MRM;Shotgun proteomics;Chemical cross-linking coupled with mass spectrometry proteomics;Gel-based experiment","Orbitrap Fusion Lumos"
"PXD028326","Homo sapiens (human)","Permanent cell line cell","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD028393","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","Orbitrap Eclipse"
"PXD028591","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion"
"PXD028778","Mus musculus (mouse)","Sertoli cell;Testis","Shotgun proteomics","Q Exactive HF"
"PXD028850","Mus musculus (mouse)","Early embryonic cell;Stem cell","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD028934","Saccharomyces cerevisiae (baker's yeast)","","Shotgun proteomics","impact II"
"PXD029429","Homo sapiens (human);Mus musculus (mouse)","Permanent cell line cell;Brain","Shotgun proteomics","Orbitrap Exploris 480;Q Exactive"
"PXD029592","Homo sapiens (human)","Cell culture","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap Velos"
"PXD029599","Sus scrofa domesticus (domestic pig)","Kidney","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD030164","Homo sapiens (human)","Haploid cell","Shotgun proteomics","Q Exactive HF-X"
"PXD030479","Homo sapiens (human)","Cerebrospinal fluid;Blood plasma","Shotgun proteomics","LTQ Orbitrap Elite"
"PXD030717","Homo sapiens (human);Mus musculus (mouse)","Embryonic stem cell;Cell culture;Fibroblast","Shotgun proteomics","Orbitrap Exploris 480"
"PXD031174","Mus musculus (mouse)","Cerebrospinal fluid","SWATH MS;Shotgun proteomics","Q Exactive HF"
"PXD031219","Mus musculus (mouse)","Saliva","Shotgun proteomics","LTQ Orbitrap Velos"
"PXD031403","Bos taurus (bovine)","Testis","Shotgun proteomics","Q Exactive"
"PXD031779","Saccharomyces cerevisiae (baker's yeast)","Diploid cell","Shotgun proteomics","Q Exactive HF"
"PXD032209","Homo sapiens (human)","Epithelial cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Microplate Reader;Q Exactive HF"
"PXD032316","Homo sapiens (human)","Cell line cell;Multiple myeloma cell line","Shotgun proteomics","Orbitrap Exploris 480"
"PXD032781","Homo sapiens (human)","Epithelial cell;Hela cell","Shotgun proteomics","Q Exactive"
"PXD032997","Homo sapiens (human)","","Shotgun proteomics","Q Exactive"
"PXD033065","Homo sapiens (human)","Pancreas","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD033068","Nematostella vectensis","Embryo","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD033420","Canis familiaris (dog) (canis lupus familiaris)","Brain","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD033910","Mus musculus (mouse)","Cell culture;Hepatocyte","Shotgun proteomics","Q Exactive"
"PXD033964","Plasmodium falciparum (isolate 3d7)","","Shotgun proteomics","Q Exactive HF"
"PXD033970","Sus scrofa domesticus (domestic pig)","","Shotgun proteomics","Q Exactive"
"PXD034412","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD034517","Homo sapiens (human)","Fibroblast","Shotgun proteomics","Q Exactive Plus"
"PXD035265","Homo sapiens (human)","Epithelial cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD004539","Mus musculus (mouse)","Embryo;Erythroid progenitor cell;Liver","Shotgun proteomics","Q Exactive"
"PXD025686","Homo sapiens (human)","Epithelial cell","Gel-based experiment","LTQ Orbitrap"
"PXD026343","Homo sapiens (human)","Epithelial cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD026641","Mus musculus (mouse)","Embryonic stem cell","Shotgun proteomics","Q Exactive HF"
"PXD027616","Homo sapiens (human);Mus musculus (mouse)","Liver;Brain","Shotgun proteomics","Orbitrap Fusion"
"PXD028556","Homo sapiens (human);Mus musculus (mouse)","Epithelial cell;Lung","Shotgun proteomics","LTQ Orbitrap;Q Exactive HF"
"PXD028635","Mus musculus (mouse)","Dendritic cell","Shotgun proteomics","Orbitrap Exploris 480"
"PXD028636","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","Orbitrap Exploris 480"
"PXD029237","Homo sapiens (human)","Epithelial cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Q Exactive Plus"
"PXD030406","Homo sapiens (human)","Hela cell","Shotgun proteomics","Q Exactive HF-X"
"PXD030446","Sus scrofa domesticus (domestic pig)","Intestine","Shotgun proteomics","Q Exactive"
"PXD030729","Homo sapiens (human);Mus musculus (mouse)","Epithelial cell;Lymph node;Cell culture;Brain;Blood cell","Shotgun proteomics","Q Exactive HF"
"PXD030955","Homo sapiens (human)","","Shotgun proteomics","Q Exactive"
"PXD031455","Homo sapiens (human)","Cell culture;Blood cell","Shotgun proteomics","Orbitrap Eclipse"
"PXD031921","Entamoeba histolytica","","Shotgun proteomics","Q Exactive"
"PXD032758","Homo sapiens (human)","Epithelial cell","Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap"
"PXD034055","Mus musculus (mouse)","Fibroblast","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD034169","Candida albicans (yeast)","Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD034192","Homo sapiens (human)","Brain","Shotgun proteomics","Q Exactive"
"PXD034373","Salmonella enterica subsp. enterica serovar typhimurium str. atcc 14028","","Chemical cross-linking coupled with mass spectrometry proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos;Q Exactive HF"
"PXD034420","Homo sapiens (human)","Protein kinase regulator activity","Shotgun proteomics","Orbitrap Exploris 240"
"PXD034868","Caenorhabditis elegans","Somatic cell","Shotgun proteomics","LTQ Orbitrap"
"PXD034897","Mus musculus (mouse)","Cell suspension culture;Leukocyte","Shotgun proteomics","Q Exactive"
"PXD035430","Homo sapiens (human)","","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD035437","Homo sapiens (human)","","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD035438","Homo sapiens (human)","","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Eclipse"
"PXD035665","Homo sapiens (human)","Permanent cell line cell;Cell culture","Shotgun proteomics","Orbitrap Fusion Lumos;Orbitrap Exploris 480"
"PXD035780","Homo sapiens (human)","Saliva","Shotgun proteomics","Q Exactive HF-X"
"PXD035924","Homo sapiens (human)","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD036078","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD036107","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","Q Exactive"
"PXD036224","Homo sapiens (human)","Cell culture","Shotgun proteomics","Q Exactive"
"PXD036511","Homo sapiens (human)","Epithelial cell;Cell culture","Gel-based experiment","Orbitrap Fusion Lumos"
"PXD017263","Canis familiaris (dog) (canis lupus familiaris)","Blood serum;Urine","Shotgun proteomics","Q Exactive"
"PXD018002","Homo sapiens (human)","Embryonic stem cell;Kidney","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap Elite"
"PXD018334","Mus musculus (mouse)","Astrocyte of the cerebral cortex;Brain;Neuron of cerebral cortex","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD019837","Homo sapiens (human)","","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD019877","Homo sapiens (human)","","SWATH MS","Orbitrap Fusion Lumos"
"PXD019878","Homo sapiens (human)","","SRM/MRM;Shotgun proteomics","Orbitrap Fusion Lumos;Orbitrap Fusion"
"PXD019903","Homo sapiens (human)","","Shotgun proteomics","Q Exactive HF"
"PXD021657","Mus musculus (mouse)","Liver;Lung","Shotgun proteomics","Orbitrap Fusion Lumos;timsTOF Pro"
"PXD024127","Homo sapiens (human)","Kidney epithelial cell;Hek-293t cell","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive Plus"
"PXD026639","Saccharomyces cerevisiae (baker's yeast)","Culture condition:yeast extract-grown cell;Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD026713","Arabidopsis thaliana (mouse-ear cress)","Seedling","Shotgun proteomics","Q Exactive HF"
"PXD027284","Homo sapiens (human)","Primary cell","Shotgun proteomics","Q Exactive"
"PXD027346","Homo sapiens (human)","Cell culture","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD027502","Homo sapiens (human)","Cell culture","Shotgun proteomics","Q Exactive HF"
"PXD027581","Homo sapiens (human)","Mesenchymal stromal cell;Stem cell","Shotgun proteomics","Q Exactive"
"PXD027597","Homo sapiens (human)","Pancreas;Liver;Adipose tissue;Blood serum;Muscle","Shotgun proteomics","Q Exactive HF-X"
"PXD027792","Trypanosoma brucei","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap Elite"
"PXD028034","Homo sapiens (human)","Epithelial cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD028035","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD028036","Homo sapiens (human)","Epithelial cell;Cell culture","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD028516","Mus musculus (mouse)","Heart","Shotgun proteomics","Q Exactive"
"PXD028518","Homo sapiens (human)","Sweat","Shotgun proteomics","Q Exactive Plus"
"PXD028529","Mus musculus (mouse)","Heart","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD028797","Homo sapiens (human)","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD029004","Eucalyptus grandis","Leaf;Plant cell","Shotgun proteomics;Gel-based experiment","Q Exactive"
"PXD029233","Homo sapiens (human)","Cell culture","Shotgun proteomics","Q Exactive Plus;Q Exactive"
"PXD030419","Xenopus laevis (african clawed frog)","Oocyte","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD030480","Xenopus laevis (african clawed frog)","Oocyte","Gel-based experiment","Orbitrap Fusion Lumos"
"PXD030676","Gigantidas haimaensis","Gill","Gel-based experiment","Orbitrap Fusion Lumos"
"PXD030882","Mus musculus (mouse)","Dendritic cell;Dendritic cell","Gel-based experiment","LTQ Orbitrap Elite"
"PXD030938","Mus musculus (mouse)","Heart;Cardiocyte","Shotgun proteomics","LTQ Orbitrap Elite"
"PXD030973","Bacteria;Escherichia coli","","Gel-based experiment","Orbitrap Fusion Lumos"
"PXD031027","Oryctolagus cuniculus cuniculus","Epithelial cell;Liver;Hepatocyte","Shotgun proteomics","LTQ Orbitrap"
"PXD031276","Homo sapiens (human)","Embryonic stem cell;Cell culture","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD031279","Drosophila melanogaster (fruit fly)","Embryo","Shotgun proteomics","Q Exactive HF"
"PXD031337","Saccharomyces cerevisiae (baker's yeast)","","Shotgun proteomics","Q Exactive HF"
"PXD031438","Homo sapiens (human)","Cell culture","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD031450","Mus musculus (mouse)","Fibroblast","Shotgun proteomics","Orbitrap Fusion"
"PXD031520","Homo sapiens (human)","","SRM/MRM;Shotgun proteomics","Q Exactive HF"
"PXD031611","Homo sapiens (human)","Early embryonic cell","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap Elite"
"PXD031619","Oryctolagus cuniculus cuniculus","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap"
"PXD031873","Caenorhabditis elegans","Whole body","Shotgun proteomics","Q Exactive"
"PXD031885","Homo sapiens (human)","Epithelial cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap"
"PXD031928","Homo sapiens (human)","Hela cell","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap"
"PXD031975","Schizosaccharomyces pombe 972h-","","Shotgun proteomics","LTQ Orbitrap Elite"
"PXD032041","Homo sapiens (human)","Prostate adenocarcinoma cell","Top-down proteomics","Orbitrap Fusion"
"PXD032160","Homo sapiens (human)","Kgn cell","Shotgun proteomics","Q Exactive HF"
"PXD032350","Mus musculus (mouse)","Brain","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD032386","Saccharomyces cerevisiae (baker's yeast)","Cell suspension culture","Shotgun proteomics","Q Exactive"
"PXD032405","Equus caballus (horse)","","Shotgun proteomics","Q Exactive HF"
"PXD032862","Saccharomyces cerevisiae (baker's yeast)","","Affinity purification coupled with mass spectrometry proteomics","LTQ Orbitrap XL"
"PXD033026","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD033043","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD033044","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD033045","Drosophila melanogaster (fruit fly)","Embryo;Early embryonic cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD033062","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD033063","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD033066","Homo sapiens (human)","Permanent cell line cell;Cell culture","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD033513","Trypanosoma brucei","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD033653","Mus musculus (mouse)","Brain","Shotgun proteomics","Orbitrap Exploris 480"
"PXD033763","Homo sapiens (human)","Epithelial cell","Shotgun proteomics","Q Exactive Plus"
"PXD033989","Homo sapiens (human)","Blood serum","Shotgun proteomics","Q Exactive Plus"
"PXD034187","Homo sapiens (human)","","Shotgun proteomics","Q Exactive HF"
"PXD034196","Homo sapiens (human)","","Shotgun proteomics","Q Exactive HF"
"PXD034453","Drosophila melanogaster (fruit fly)","Brain","Shotgun proteomics","Q Exactive"
"PXD034457","Drosophila melanogaster (fruit fly)","Brain","Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics","Q Exactive Plus"
"PXD035547","Plasmodium falciparum","","Shotgun proteomics","Q Exactive HF"
"PXD035553","Plasmodium falciparum","","Shotgun proteomics;Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD035891","Homo sapiens (human);Plasmodium falciparum (isolate 3d7)","Blood;Erythrocyte","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD036068","Homo sapiens (human)","Cell culture;Endothelial cell of umbilical vein","Shotgun proteomics","Q Exactive Plus"
"PXD036072","Homo sapiens (human)","Cell culture","Gel-based experiment","Orbitrap Exploris 240"
"PXD036162","Mus musculus (mouse)","T cell;Th17 cell","Shotgun proteomics;All-ion fragmentation","Q Exactive Plus"
"PXD036610","Caenorhabditis elegans","Embryo","Affinity purification coupled with mass spectrometry proteomics","Q Exactive"
"PXD036974","Mus musculus (mouse)","Oocyte;Oocyte","Shotgun proteomics","Q Exactive HF"
"PXD037289","Trypanosoma brucei","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD037694","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion"
"PXD022859","Homo sapiens (human)","Saliva","Shotgun proteomics","LTQ Orbitrap"
"PXD026076","Homo sapiens (human)","Intestine","Shotgun proteomics","Q Exactive HF"
"PXD026089","Mus musculus (mouse)","Brain","Shotgun proteomics","Q Exactive HF-X"
"PXD028252","Homo sapiens (human)","Skin;Mast cell","Shotgun proteomics","Q Exactive HF-X"
"PXD028300","Mus musculus (mouse)","Neuron;Brain","Shotgun proteomics","Q Exactive HF-X"
"PXD028330","Homo sapiens (human)","Permanent cell line cell","Shotgun proteomics","Q Exactive HF"
"PXD028370","Homo sapiens (human)","Permanent cell line cell","Shotgun proteomics","Q Exactive HF"
"PXD028371","Homo sapiens (human)","Permanent cell line cell","Shotgun proteomics","Q Exactive HF"
"PXD028980","Homo sapiens (human);Pan troglodytes (chimpanzee)","Permanent cell line cell","Affinity purification coupled with mass spectrometry proteomics","Q Exactive Plus"
"PXD030773","Homo sapiens (human)","Peripheral blood;Malignant cell","Shotgun proteomics","Q Exactive"
"PXD030776","Homo sapiens (human)","Lymphocytic leukemia cell","Shotgun proteomics","Q Exactive"
"PXD031073","Homo sapiens (human)","Cell culture","Shotgun proteomics","LTQ Orbitrap Velos"
"PXD031140","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion;timsTOF Pro"
"PXD031458","Homo sapiens (human)","Blood plasma;Blood plasma","SWATH MS;Shotgun proteomics","timsTOF Pro"
"PXD031487","Mus musculus (mouse)","Hippocampal neuron","Shotgun proteomics","Q Exactive"
"PXD031553","Mus musculus (mouse)","","Shotgun proteomics","Q Exactive"
"PXD031555","Mus musculus (mouse)","Hippocampal neuron","SWATH MS;Shotgun proteomics","Q Exactive"
"PXD031577","Bacteria;Enterococcus faecalis (streptococcus faecalis)","","Top-down proteomics","Orbitrap Fusion"
"PXD032148","Sarcoptes scabiei","Whole body;Egg","MSE","Orbitrap Exploris 480"
"PXD032691","Abortiporus biennis","","Shotgun proteomics","Q Exactive"
"PXD033305","Arabidopsis thaliana (mouse-ear cress)","Gametophyte","Shotgun proteomics","LTQ Orbitrap Elite"
"PXD033325","Homo sapiens (human)","Brain","Shotgun proteomics","Q Exactive Plus"
"PXD035244","Homo sapiens (human)","Permanent cell line cell;Cell culture","Shotgun proteomics","timsTOF Pro"
"PXD035318","Mus musculus (mouse)","Bile","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD035398","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD036092","Homo sapiens (human)","Cell culture","Shotgun proteomics","LTQ Orbitrap Velos"
"PXD037159","Homo sapiens (human)","Liver","Shotgun proteomics","Q Exactive HF"
"PXD037278","Homo sapiens (human)","Breast","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD038233","Homo sapiens (human)","Kidney","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion Lumos"
"PXD023952","Homo sapiens (human)","Blood;Neutrophil","Shotgun proteomics","impact II"
"PXD028080","Caenorhabditis elegans","","Affinity purification coupled with mass spectrometry proteomics","Orbitrap Fusion"
"PXD028536","Homo sapiens (human)","","Shotgun proteomics","Orbitrap Fusion"
"PXD030021","Mus musculus (mouse)","Brain","Shotgun proteomics","Orbitrap Fusion Lumos"
"PXD030266","Homo sapiens (human)","","Shotgun proteomics","Q Exactive HF"
"PXD030817","Sus scrofa domesticus (domestic pig)","Articular cartilage;Articular chondrocyte","Top-down proteomics","Q Exactive HF"
"PXD031603","Mus musculus (mouse)","Brain","SWATH MS;Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics","TripleTOF 5600;LTQ Orbitap Discovery"
"PXD031649","Toxoplasma gondii rh","","Affinity purification coupled with mass spectrometry proteomics","Q Exactive HF"
"PXD033850","Homo sapiens (human)","Hela cell","Top-down proteomics","LTQ Orbitrap Elite"
